Day,Daily Discharge (m3/s),Daily SSC (mg/L),Upper SSC bound (+1SD),Lower SSC bound (-1SD),Ave fraction fines (based on two turbidimeters),Daily Suspended-Sediment Load (tonnes),Daily SS Load of fines (tonnes),Daily SS Load of sand (tonnes),Remarks,Daily Total gauged > 2-mm bedload (tonnes),Daily gauged bedload for 2-16mm particles (tonnes ),Daily gauged bedload for >16mm particles (tonnes ),Estimated daily ungauged bedload (tonnes),Total sediment discharge (tonnes),Release period,Project year
09/16/2016,11.38802973,3.80138496,4.823273091,2.996000297,0.734539071,3.7,2.7,1,NA,NA,NA,NA,NA,3.7,NA ,proj year 5
09/15/2016,11.408155,1.44181905,1.829408782,1.13634645,0.754305297,1.4,1.1,0.3,NA,NA,NA,NA,NA,1.4,NA ,proj year 5
09/14/2016,11.4343498,1.632374702,2.071189594,1.286529815,0.751098208,1.6,1.2,0.4,NA,NA,NA,NA,NA,1.6,NA ,proj year 5
09/03/2014,11.44041933,7.214147739,9.153454604,5.685714285,0.723259979,7.2,5.2,2,NA,0.001926149,0.001473504,0.000452645,2.398073851,9.6,NA ,proj year 3
09/13/2016,11.53114279,1.829601213,2.321434527,1.441970712,0.749754424,1.8,1.4,0.4,NA,NA,NA,NA,NA,1.8,NA ,proj year 5
09/08/2013,11.6,87,127.9,46.1,0.861,86.9,74.8,12.1,NA,3.8,3.07,0.77,25,116,summer 2,proj year 2
07/08/2015,11.60142204,2.380440025,3.020349803,1.876105445,0.745383641,2.4,1.8,0.6,NA,0.00785029,0.006005472,0.001844818,0.79214971,3.2,NA ,proj year 4
09/17/2013,11.62921356,118.5716623,150.4460911,93.45034488,0.671407081,119.6,80.3,39.3,NA,3.18021246,2.432862532,0.747349928,36.68645421,159.4666667,NA ,proj year 3
08/30/2014,11.64890171,10.31245464,13.08464823,8.127594943,0.716875046,10.4,7.4,3,NA,0.021369689,0.016347812,0.005021877,3.445296978,13.86666667,NA ,proj year 3
09/12/2016,11.66595017,1.792917748,2.274889815,1.41305923,0.7493732,1.8,1.4,0.4,NA,NA,NA,NA,NA,1.8,NA ,proj year 5
10/19/2015,11.69306039,5.254909811,6.667534425,4.141572485,0.729723607,5.3,3.9,1.4,NA,NA,NA,NA,NA,5.3,NA ,proj year 5
07/10/2015,11.73469298,2.153881468,2.732887786,1.697546969,0.747028058,2.2,1.6,0.6,NA,0,0,0,0.733333333,2.933333333,NA ,proj year 4
07/09/2015,11.77890904,2.197052756,2.787664377,1.731571724,0.746805312,2.2,1.7,0.5,NA,0.017547708,0.013423996,0.004123711,0.715785626,2.933333333,NA ,proj year 4
09/23/2012,11.8,105.8,155.5,56.1,0.863,108.1,93.4,14.8,NA,NA,NA,NA,36,144,summer 1,proj year 2
08/25/2014,11.84380699,11.1115695,14.0985811,8.757404437,0.71526544,11.4,8.1,3.3,NA,0.089274118,0.068294701,0.020979418,3.710725882,15.2,NA ,proj year 3
08/26/2014,11.8665144,41.76325989,52.9900575,32.91504027,0.625435999,43.3,27.1,16.2,NA,0.054648361,0.041805996,0.012842365,14.37868497,57.73333333,NA ,proj year 3
09/11/2016,11.89914779,2.188501811,2.776814768,1.724832435,0.745795162,2.3,1.7,0.6,NA,NA,NA,NA,NA,2.3,NA ,proj year 5
09/24/2012,11.9,102.8,151.1,54.5,0.869,105.5,91.8,13.8,NA,NA,NA,NA,35,141,summer 1,proj year 2
07/07/2015,11.91622793,2.967729384,3.765514262,2.33896809,0.741101966,3.1,2.3,0.8,NA,0.017316817,0.013247365,0.004069452,1.016016516,4.133333333,NA ,proj year 4
09/10/2016,11.93684274,2.477106964,3.143002745,1.952291936,0.744208912,2.6,1.9,0.7,NA,NA,NA,NA,NA,2.6,NA ,proj year 5
09/18/2012,12,107.3,157.7,56.9,0.866,110.8,96,14.8,NA,NA,NA,NA,37,148,summer 1,proj year 2
09/19/2012,12,107.5,158,57,0.863,111.1,95.9,15.2,NA,NA,NA,NA,37,148,summer 1,proj year 2
08/29/2014,12.0298816,9.827101059,12.46882192,7.745071337,0.717719282,10.2,7.3,2.9,NA,0.29196698,0.22335474,0.06861224,3.10803302,13.6,NA ,proj year 3
09/09/2016,12.04928871,1.759821368,2.232896468,1.386974852,0.750854312,1.8,1.4,0.4,NA,NA,NA,NA,NA,1.8,NA ,proj year 5
09/16/2012,12.1,68.9,101.3,36.5,0.969,72.2,69.9,2.3,NA,NA,NA,NA,24,96,summer 1,proj year 2
09/07/2013,12.1,84.4,124.1,44.7,0.872,88,76.8,11.2,NA,4.4,3.51,0.88,25,117,summer 2,proj year 2
07/06/2015,12.12360748,2.9266928,3.713446225,2.306625767,0.741390588,3.1,2.3,0.8,NA,0.012314181,0.009420348,0.002893833,1.021019152,4.133333333,NA ,proj year 4
08/24/2014,12.15792617,9.694551629,12.30064055,7.640604639,0.718058062,10.2,7.3,2.9,NA,0.03802184,0.029086708,0.008935132,3.36197816,13.6,NA ,proj year 3
09/14/2012,12.2,73,107.3,38.7,0.963,76.8,74,2.8,NA,NA,NA,NA,14,90,summer 1,proj year 1
09/22/2012,12.2,114.2,167.9,60.5,0.848,120.7,102.4,18.3,NA,NA,NA,NA,40,161,summer 1,proj year 2
09/05/2013,12.2,83.1,122.2,44.1,0.868,87.7,76.1,11.5,NA,4.5,3.61,0.9,25,117,summer 2,proj year 2
09/06/2013,12.2,86.3,126.9,45.7,0.869,90.9,79,11.9,NA,4.5,3.61,0.9,26,121,summer 2,proj year 2
09/05/2016,12.25181924,1.623586958,2.06003953,1.279603897,0.75198525,1.7,1.3,0.4,NA,NA,NA,NA,NA,1.7,NA ,proj year 5
08/27/2014,12.26357871,22.76977099,28.89073978,17.94562807,0.700686405,24,16.8,7.2,NA,0.063268189,0.048400165,0.014868025,7.936731811,32,NA ,proj year 3
08/26/2013,12.3,71.1,104.5,37.7,0.937,75.8,71.1,4.7,NA,0.6,0.51,0.13,25,101,summer 2,proj year 2
09/16/2013,12.30836168,155.7282635,197.5911282,122.7347214,0.666405815,165.7,110.4,55.3,NA,3.981006894,3.045470274,0.93553662,51.25232644,220.9333333,NA ,proj year 3
09/08/2016,12.36394577,1.512306849,1.918845107,1.191900272,0.753387663,1.6,1.2,0.4,NA,NA,NA,NA,NA,1.6,NA ,proj year 5
08/23/2014,12.37270043,16.72500829,21.22102426,13.18154577,0.707222777,17.9,12.6,5.3,NA,0.044232373,0.033837765,0.010394608,5.922434294,23.86666667,NA ,proj year 3
09/25/2015,12.38822388,3.709105268,4.706186777,2.923271545,0.73667051,4,2.4,1.6,NA,0,0,0,1.333333333,5.333333333,NA ,proj year 4
07/05/2015,12.39762249,3.327237845,4.22166577,2.622308889,0.738557722,3.6,2.6,1,NA,0.003540327,0.00270835,0.000831977,1.196459673,4.8,NA ,proj year 4
09/21/2012,12.4,121.7,178.9,64.5,0.841,130.5,109.7,20.8,NA,NA,NA,NA,43,174,summer 1,proj year 2
08/30/2016,12.41149226,6.612580523,8.390174116,5.211598778,0.72404353,7.1,5.1,2,NA,NA,NA,NA,NA,7.1,NA ,proj year 5
09/28/2014,12.42783552,126.4131935,160.3955824,99.63052136,0.66959819,134.1,89.8,44.3,NA,0.127943864,0.097877056,0.030066808,44.57205614,178.8,NA ,proj year 3
08/29/2016,12.43167662,12.11827473,15.37590879,9.550822946,0.711125133,13,9.3,3.7,NA,NA,NA,NA,NA,13,NA ,proj year 5
08/31/2016,12.44271495,2.714946666,3.444778505,2.139741464,0.74223249,2.9,2.2,0.7,NA,NA,NA,NA,NA,2.9,NA ,proj year 5
08/28/2014,12.47488378,12.15116041,15.41763479,9.576741261,0.713350912,13.1,9.4,3.7,NA,0.089813567,0.068707379,0.021106188,4.2768531,17.46666667,NA ,proj year 3
09/13/2012,12.5,77.4,113.8,41,0.944,83.7,79,4.7,NA,NA,NA,NA,15,98,summer 1,proj year 1
09/04/2016,12.56967079,1.641126386,2.082293906,1.293427315,0.751960588,1.8,1.3,0.5,NA,NA,NA,NA,NA,1.8,NA ,proj year 5
08/24/2016,12.61806662,1.269051985,1.610198481,1.000182871,0.756368487,1.4,1,0.4,NA,NA,NA,NA,NA,1.4,NA ,proj year 5
09/07/2016,12.62014369,1.622881309,2.059144188,1.279047751,0.752072054,1.8,1.3,0.5,NA,NA,NA,NA,NA,1.8,NA ,proj year 5
06/23/2015,12.65819247,4.467533636,5.668495823,3.521014641,0.733032485,4.9,3.6,1.3,NA,0,0,0,1.633333333,6.533333333,NA ,proj year 4
08/28/2016,12.6625353,27.44058963,34.81716768,21.62685851,0.691421323,30.2,20.9,9.3,NA,NA,NA,NA,NA,30.2,NA ,proj year 5
08/25/2016,12.67357362,1.149798523,1.458887309,0.906195177,0.759314483,1.3,1,0.3,NA,NA,NA,NA,NA,1.3,NA ,proj year 5
08/26/2016,12.69438875,2.215116878,2.810584495,1.745808671,0.746786855,2.4,1.8,0.6,NA,NA,NA,NA,NA,2.4,NA ,proj year 5
07/04/2015,12.70931457,3.101393914,3.935110484,2.444313635,0.740168704,3.4,2.5,0.9,NA,0.092048502,0.070417104,0.021631398,1.041284831,4.533333333,NA ,proj year 4
08/23/2016,12.74043433,2.420927491,3.071721108,1.908014989,0.744438087,2.7,2,0.7,NA,NA,NA,NA,NA,2.7,NA ,proj year 5
10/08/2015,12.74125625,6.683418527,8.480054789,5.267428609,0.722559447,7.4,4.5,2.9,NA,NA,NA,NA,NA,7.4,NA ,proj year 5
09/06/2016,12.76070116,2.050884449,2.602203113,1.616371529,0.748141924,2.3,1.7,0.6,NA,NA,NA,NA,NA,2.3,NA ,proj year 5
08/27/2013,12.8,71.4,104.9,37.8,0.937,78.9,73.9,5,NA,0.7,0.58,0.15,26,105,summer 2,proj year 2
07/03/2015,12.80086049,4.01223135,5.090799198,3.162175482,0.735165038,4.4,3.3,1.1,NA,0,0,0,1.466666667,5.866666667,NA ,proj year 4
08/27/2016,12.81139499,48.53723643,61.58501411,38.25384072,0.677966793,53.9,36.6,17.3,NA,NA,NA,NA,NA,53.9,NA ,proj year 5
09/04/2013,12.9,81.1,119.2,43,0.854,90.1,76.9,13.2,NA,5.3,4.2,1.05,25,120,summer 2,proj year 2
08/22/2014,12.95741626,19.36761645,24.57401822,15.2642748,0.704656722,21.7,15.3,6.4,NA,0.025720786,0.019676401,0.006044385,7.207612547,28.93333333,NA ,proj year 3
06/22/2015,12.9579077,3.902596187,4.951691915,3.075768295,0.735676345,4.4,3.2,1.2,NA,0,0,0,1.466666667,5.866666667,NA ,proj year 4
06/24/2015,12.96824271,5.182874857,6.576135039,4.084799297,0.730194469,5.8,4.2,1.6,NA,0.004002109,0.003061613,0.000940496,1.929331225,7.733333333,NA ,proj year 4
09/18/2016,13.00220444,24.73008507,31.37802541,19.49061803,0.697521315,27.8,16.9,10.9,NA,NA,NA,NA,NA,27.8,NA ,proj year 5
07/02/2015,13.0200725,4.673704066,5.930088979,3.683504543,0.732135495,5.3,3.9,1.4,NA,0.003915106,0.002995056,0.00092005,1.76275156,7.066666667,NA ,proj year 4
09/09/2015,13.07050561,5.400996143,6.852891679,4.256708074,0.728952457,6.2,4.5,1.7,NA,0.365894156,0.279909029,0.085985127,1.700772511,8.266666667,NA ,proj year 4
09/12/2012,13.1,74.6,109.7,39.5,0.95,84.6,80.4,4.2,NA,NA,NA,NA,15,100,summer 1,proj year 1
08/25/2013,13.1,71,104.3,37.6,0.937,80.4,75.4,5,NA,0.8,0.62,0.16,26,107,summer 2,proj year 2
08/22/2016,13.11132204,1.859966843,2.359963045,1.465902894,0.750089919,2.1,1.6,0.5,NA,NA,NA,NA,NA,2.1,NA ,proj year 5
06/25/2015,13.16210241,4.567640262,5.795513108,3.599912065,0.732583587,5.2,3.8,1.4,NA,0,0,0,1.733333333,6.933333333,NA ,proj year 4
07/01/2015,13.22172978,4.608480916,5.847332545,3.632099969,0.7324857,5.3,3.9,1.4,NA,0.005918012,0.004527279,0.001390733,1.760748655,7.066666667,NA ,proj year 4
08/21/2016,13.25702793,1.530429289,1.94183922,1.206183181,0.753916796,1.8,1.3,0.5,NA,NA,NA,NA,NA,1.8,NA ,proj year 5
09/01/2016,13.26938124,3.115480823,3.952984235,2.455416005,0.739548235,3.6,2.6,1,NA,NA,NA,NA,NA,3.6,NA ,proj year 5
09/22/2015,13.30568079,11.15872936,14.15841848,8.794572725,0.713018821,12.8,7.8,5,NA,0.012359454,0.009454982,0.002904472,4.254307213,17.06666667,NA ,proj year 4
06/21/2015,13.31556161,4.377101414,5.553753616,3.449741943,0.732892229,5,3.7,1.3,NA,0,0,0,1.666666667,6.666666667,NA ,proj year 4
09/03/2016,13.33347283,2.578901541,3.272161735,2.032519691,0.742183489,3,2.2,0.8,NA,NA,NA,NA,NA,3,NA ,proj year 5
08/22/2013,13.4,67,98.5,35.5,0.941,77.6,73.1,4.5,NA,1.6,1.24,0.31,24,103,summer 2,proj year 2
08/20/2016,13.4226028,1.526947278,1.937421175,1.20343889,0.753618047,1.8,1.3,0.5,NA,NA,NA,NA,NA,1.8,NA ,proj year 5
10/29/2015,13.51647461,7.634732573,9.687101033,6.017191444,0.722069542,9.1,6.5,2.6,NA,NA,NA,NA,NA,9.1,NA ,proj year 5
10/18/2015,13.51804706,4.79133276,6.079338613,3.776211703,0.731686291,5.6,4.1,1.5,NA,NA,NA,NA,NA,5.6,NA ,proj year 5
09/17/2016,13.57082328,19.31334856,24.50516204,15.22150444,0.690486038,22.6,13.8,8.8,NA,NA,NA,NA,NA,22.6,NA ,proj year 5
09/15/2012,13.6,76.2,112.1,40.4,0.942,89.6,84.5,5.2,NA,NA,NA,NA,16,105,summer 1,proj year 1
08/23/2013,13.6,70.6,103.7,37.4,0.938,83.1,78,5.2,NA,1.3,1.05,0.26,26,111,summer 2,proj year 2
06/28/2015,13.67572098,4.140475468,5.253517893,3.263249017,0.734571526,4.9,3.6,1.3,NA,0,0,0,1.633333333,6.533333333,NA ,proj year 4
06/20/2015,13.68824827,3.999162577,5.074217278,3.151875539,0.735274606,4.7,3.5,1.2,NA,0.117453193,0.089851693,0.0276015,1.449213474,6.266666667,NA ,proj year 4
06/26/2015,13.71267647,4.847705441,6.150865396,3.820640923,0.73149436,5.7,4.2,1.5,NA,0,0,0,1.9,7.6,NA ,proj year 4
08/19/2016,13.71590685,1.710527181,2.170351019,1.348124432,0.751081647,2,1.5,0.5,NA,NA,NA,NA,NA,2,NA ,proj year 5
08/18/2016,13.73230665,1.342840337,1.703822615,1.058337972,0.756431413,1.6,1.2,0.4,NA,NA,NA,NA,NA,1.6,NA ,proj year 5
09/02/2016,13.74683956,3.626126789,4.600902026,2.857873394,0.736486356,4.3,3.2,1.1,NA,NA,NA,NA,NA,4.3,NA ,proj year 5
06/29/2015,13.77343379,3.59415672,4.560337765,2.832676699,0.737258651,4.3,3.2,1.1,NA,0,0,0,1.433333333,5.733333333,NA ,proj year 4
06/27/2015,13.81289473,4.214329649,5.347225552,3.321455999,0.73408711,5,3.7,1.3,NA,0,0,0,1.666666667,6.666666667,NA ,proj year 4
06/30/2015,13.82009791,4.425856381,5.615614891,3.488167384,0.733176466,5.3,3.9,1.4,NA,0,0,0,1.766666667,7.066666667,NA ,proj year 4
09/25/2013,13.88835537,123.9636091,157.2875009,97.69992089,0.670600172,149.5,100.2,49.3,NA,7.796029076,5.963962243,1.832066833,42.03730426,199.3333333,NA ,proj year 3
08/17/2016,13.98902654,1.704203271,2.162327117,1.343140345,0.751335574,2.1,1.6,0.5,NA,NA,NA,NA,NA,2.1,NA ,proj year 5
08/21/2013,14,67.1,98.6,35.6,0.941,81.1,76.3,4.8,NA,0.9,0.72,0.18,26,108,summer 2,proj year 2
08/24/2013,14,71.2,104.7,37.8,0.937,86.4,80.9,5.4,NA,1,0.8,0.2,28,115,summer 2,proj year 2
09/02/2013,14,80.4,118.2,42.6,0.854,97.3,83.1,14.3,NA,6.8,5.45,1.36,26,130,summer 2,proj year 2
08/21/2014,14.014257,20.24577272,25.68824041,15.95637951,0.703636801,24.5,17.3,7.2,NA,0,0,0,8.166666667,32.66666667,NA ,proj year 3
08/16/2016,14.07071015,1.660833875,2.107299161,1.308959454,0.75227455,2,1.5,0.5,NA,NA,NA,NA,NA,2,NA ,proj year 5
09/03/2013,14.1,83.9,123.4,44.5,0.851,102.4,87.1,15.3,NA,7.1,5.65,1.42,27,137,summer 2,proj year 2
08/15/2016,14.131894,1.983924839,2.517243423,1.563598391,0.748347793,2.4,1.8,0.6,NA,NA,NA,NA,NA,2.4,NA ,proj year 5
09/11/2012,14.2,59.7,87.7,31.6,0.983,73,71.8,1.2,NA,NA,NA,NA,13,86,summer 1,proj year 1
08/12/2016,14.35108359,7.485855001,9.4982022,5.899855985,0.721278112,9.3,6.7,2.6,NA,NA,NA,NA,NA,9.3,NA ,proj year 5
06/19/2015,14.37975425,4.275575584,5.424935617,3.369725996,0.733949246,5.3,3.9,1.4,NA,0.004617818,0.003532631,0.001085187,1.762048849,7.066666667,NA ,proj year 4
09/05/2012,14.4,59.3,87.1,31.4,0.984,73.7,72.5,1.2,NA,NA,NA,NA,13,87,summer 1,proj year 1
08/11/2016,14.40501369,5.768502469,7.319191038,4.546352262,0.727464478,7.2,5.2,2,NA,NA,NA,NA,NA,7.2,NA ,proj year 5
08/10/2016,14.44285938,11.9193828,15.12355074,9.394069478,0.711820113,14.9,10.6,4.3,NA,NA,NA,NA,NA,14.9,NA ,proj year 5
09/04/2012,14.5,61.1,89.8,32.4,0.981,76.5,75,1.5,NA,NA,NA,NA,14,90,summer 1,proj year 1
09/06/2012,14.5,63.9,93.9,33.9,0.977,80.1,78.3,1.8,NA,NA,NA,NA,14,94,summer 1,proj year 1
09/01/2013,14.5,80.6,118.5,42.7,0.853,101.3,86.5,14.9,NA,7.7,6.12,1.53,26,135,summer 2,proj year 2
06/18/2015,14.50659299,4.608457192,5.847302443,3.632081271,0.732486661,5.8,4.2,1.6,NA,0,0,0,1.933333333,7.733333333,NA ,proj year 4
08/13/2016,14.53841973,4.270451579,5.418434177,3.365687594,0.733594215,5.4,3.9,1.5,NA,NA,NA,NA,NA,5.4,NA ,proj year 5
08/14/2016,14.57721156,2.91246559,3.695394456,2.295412821,0.740986855,3.7,2.7,1,NA,NA,NA,NA,NA,3.7,NA ,proj year 5
08/09/2016,14.59140369,7.970073443,10.11258822,6.281484947,0.720191841,10.1,7.2,2.9,NA,NA,NA,NA,NA,10.1,NA ,proj year 5
09/07/2012,14.6,62,91.1,32.9,0.98,78.2,76.6,1.6,NA,NA,NA,NA,14,92,summer 1,proj year 1
09/08/2012,14.6,61.8,90.9,32.8,0.981,77.9,76.4,1.5,NA,NA,NA,NA,14,92,summer 1,proj year 1
09/09/2012,14.6,57.7,84.8,30.6,0.986,72.6,71.7,1,NA,NA,NA,NA,13,85,summer 1,proj year 1
06/17/2015,14.65222264,6.101347606,7.74151159,4.808678793,0.726218091,7.7,5.6,2.1,NA,0.005916161,0.004525863,0.001390298,2.560750506,10.26666667,NA ,proj year 4
09/03/2012,14.7,62.3,91.5,33,0.979,79,77.3,1.7,NA,NA,NA,NA,14,93,summer 1,proj year 1
09/17/2012,14.7,121.5,178.7,64.4,0.817,154.5,126.2,28.3,NA,NA,NA,NA,51,206,summer 1,proj year 2
09/20/2012,14.8,135.3,198.8,71.7,0.817,172.7,141,31.7,NA,NA,NA,NA,58,230,summer 1,proj year 2
06/15/2015,14.94222923,8.578475026,10.88454029,6.760986851,0.720038699,11.1,8,3.1,NA,0.018625199,0.014248277,0.004376922,3.681374801,14.8,NA ,proj year 4
09/02/2012,15,61.8,90.8,32.7,0.979,79.9,78.3,1.6,NA,NA,NA,NA,14,94,summer 1,proj year 1
06/16/2015,15.07501842,8.312147568,10.5466187,6.551085156,0.719963751,10.9,7.8,3.1,NA,0.007830213,0.005990113,0.0018401,3.62550312,14.53333333,NA ,proj year 4
06/14/2015,15.11886391,10.51830199,13.34583144,8.289830209,0.715618705,13.8,9.9,3.9,NA,0,0,0,4.6,18.4,NA ,proj year 4
08/07/2016,15.18242713,7.09999199,9.008611512,5.595744272,0.723372957,9.4,6.8,2.6,NA,NA,NA,NA,NA,9.4,NA ,proj year 5
09/10/2012,15.2,67.3,98.9,35.7,0.951,88.1,83.8,4.3,NA,NA,NA,NA,16,104,summer 1,proj year 1
02/08/2014,15.22543137,1078.670666,1228.538776,947.0848039,0.566483621,1419.7,804.3,615.4,NA,3.418072809,2.614825699,0.80324711,469.8152605,1892.933333,NA ,proj year 3
10/17/2015,15.28831243,6.297708834,7.990658635,4.963437731,0.726210771,8.3,6.1,2.2,NA,NA,NA,NA,NA,8.3,NA ,proj year 5
08/20/2013,15.3,68,100,36,0.94,90,84.7,5.4,NA,1.1,0.89,0.22,29,120,summer 2,proj year 2
08/06/2016,15.34579434,5.044161064,6.40013221,3.975474256,0.729717958,6.7,4.9,1.8,NA,NA,NA,NA,NA,6.7,NA ,proj year 5
08/29/2015,15.37070941,97.76593365,124.0473675,77.05264512,0.582611454,296,169.1,126.9,NA,0.099712549,0.0762801,0.023432449,98.56695412,394.6666667,NA ,proj year 4
08/08/2016,15.39247068,9.889326899,12.5477753,7.79411363,0.717240096,13.2,9.5,3.7,NA,NA,NA,NA,NA,13.2,NA ,proj year 5
08/20/2014,15.4003552,15.54867284,19.72846636,12.25443594,0.708875551,20.7,14.7,6,NA,0.112448777,0.086023315,0.026425463,6.787551223,27.6,NA ,proj year 3
02/07/2014,15.44588006,1085.469271,1236.281964,953.0540547,0.568427701,1450.2,824.4,625.8,NA,4.326068465,3.309442376,1.016626089,479.0739315,1933.6,NA ,proj year 3
02/09/2014,15.47347821,1109.819921,1264.015839,974.4341954,0.567632329,1482.7,841.6,641.1,NA,3.932003551,3.007982716,0.924020834,490.3013298,1976.933333,NA ,proj year 3
09/01/2012,15.5,61.9,90.9,32.8,0.979,82.8,81.1,1.7,NA,NA,NA,NA,15,97,summer 1,proj year 1
02/06/2014,15.60406461,1307.084695,1488.688144,1147.634854,0.572794044,1761,1008.7,752.3,NA,4.111809566,3.145534318,0.966275248,582.8881904,2348,NA ,proj year 3
06/13/2015,15.66536661,13.73804215,17.43110201,10.82741653,0.711227965,18.6,13.2,5.4,NA,0.01631629,0.012481962,0.003834328,6.18368371,24.8,NA ,proj year 4
08/11/2014,15.72961265,23.43273906,29.7319269,18.46813567,0.700811153,31.8,22.3,9.5,NA,0.010611156,0.008117534,0.002493622,10.58938884,42.4,NA ,proj year 3
10/26/2012,15.8,1252.9,1841.8,664.1,0.59,1706.2,1007.3,698.9,NA,4.7,4.02,0.69,564,2275,Lake Mills release,proj year 2
08/05/2016,15.87626468,5.126855404,6.505056439,4.040648468,0.729341949,7,5.1,1.9,NA,NA,NA,NA,NA,7,NA ,proj year 5
08/19/2013,15.9,67.8,99.6,35.9,0.941,93.3,87.8,5.5,NA,1.8,1.47,0.37,29,124,summer 2,proj year 2
10/30/2013,15.95220126,112.417699,142.6378197,88.60019788,0.672434664,154.9,104.2,50.7,NA,1.781856803,1.363120454,0.418736349,49.85147653,206.5333333,NA ,proj year 3
08/10/2014,15.96867123,23.01114994,29.19700621,18.135867,0.701520331,31.8,22.3,9.5,NA,0.010973458,0.008394695,0.002578763,10.58902654,42.4,NA ,proj year 3
08/31/2012,16,64.1,94.2,34,0.976,88.7,86.5,2.2,NA,NA,NA,NA,16,104,summer 1,proj year 1
08/19/2014,16.03679346,24.36621344,30.91633782,19.20383846,0.699907415,33.8,23.6,10.2,NA,0.027197228,0.020805879,0.006391349,11.23946944,45.06666667,NA ,proj year 3
08/18/2014,16.04972407,18.32889579,23.25606872,14.44562385,0.704990073,25.4,17.9,7.5,NA,0.029642033,0.022676156,0.006965878,8.437024633,33.86666667,NA ,proj year 3
11/01/2013,16.09851122,121.6273711,154.3232354,95.85865249,0.670535384,170.4,114.2,56.2,NA,1.630958166,1.247682997,0.383275169,55.16904183,227.2,NA ,proj year 3
12/19/2013,16.14639723,100.2113847,127.1502045,78.97998794,0.674493393,139.7,94.3,45.4,NA,1.901243127,1.454450993,0.446792135,44.66542354,186.2666667,NA ,proj year 3
08/04/2016,16.17051488,6.332101261,8.034296432,4.990543567,0.725854401,8.8,6.4,2.4,NA,NA,NA,NA,NA,8.8,NA ,proj year 5
09/21/2011,16.2,54.1,79.5,28.7,0.993,75.8,75.3,0.5,NA,NA,NA,NA,13,89,early removal,proj year 1
09/08/2015,16.25718924,6.551646326,8.312859591,5.163574473,0.7249749,9.2,6.7,2.5,NA,0.645342656,0.493687132,0.151655524,2.42132401,12.26666667,NA ,proj year 4
08/03/2016,16.28121351,6.770202648,8.590168213,5.335826115,0.724610583,9.5,6.9,2.6,NA,NA,NA,NA,NA,9.5,NA ,proj year 5
12/20/2013,16.31994102,97.48418066,123.6898736,76.83058604,0.674814002,138.4,93.3,45.1,NA,1.94663129,1.489172937,0.457458353,44.18670204,184.5333333,NA ,proj year 3
01/01/2014,16.33251562,51.47067811,65.30702344,40.5657855,0.686656946,72.7,49.9,22.8,NA,1.538813042,1.177191977,0.361621065,22.69452029,96.93333333,NA ,proj year 3
10/29/2013,16.41387288,121.8772365,154.6402696,96.05557989,0.670903005,173.1,116.1,57,NA,1.466426781,1.121816488,0.344610294,56.23357322,230.8,NA ,proj year 3
06/12/2015,16.51221089,12.15253138,15.41937431,9.577821769,0.71368523,17.3,12.4,4.9,NA,0,0,0,5.766666667,23.06666667,NA ,proj year 4
08/17/2014,16.56915609,21.19750299,26.89581477,16.70647038,0.702161104,30.5,21.4,9.1,NA,0.020853869,0.01595321,0.004900659,10.1458128,40.66666667,NA ,proj year 3
08/30/2012,16.6,67.1,98.6,35.6,0.971,96.3,93.5,2.8,NA,NA,NA,NA,17,113,summer 1,proj year 1
10/25/2012,16.6,2113.3,3106.6,1120.1,0.549,3027.1,1661.4,1365.7,NA,5.4,4.64,0.8,1004,4036,Lake Mills release,proj year 2
08/09/2014,16.60794792,18.80282592,23.85740073,14.81914425,0.705249968,27,19,8,NA,0.008655338,0.006621334,0.002034004,8.991344662,36,NA ,proj year 3
11/11/2013,16.7129828,2617.629989,2981.317694,2298.308153,0.595269966,3777.6,2248.6,1529,NA,1.868906888,1.42971377,0.439193119,1257.331093,5036.8,NA ,proj year 3
08/02/2016,16.78550725,6.540184536,8.298316643,5.154541047,0.724630458,9.5,6.9,2.6,NA,NA,NA,NA,NA,9.5,NA ,proj year 5
12/31/2013,16.79897388,59.36722168,75.32631549,46.78931907,0.684059678,86.2,59,27.2,NA,2.188627799,1.674300266,0.514327533,26.54470553,114.9333333,NA ,proj year 3
11/04/2013,16.80181964,647.0771411,736.9806038,568.1409041,0.578851526,942.7,545.4,397.3,NA,1.520029523,1.162822585,0.357206938,312.7133038,1256.933333,NA ,proj year 3
11/06/2013,16.84844323,1160.060584,1321.236828,1018.546054,0.58619255,1650.1,968.3,681.8,NA,1.348695023,1.031751693,0.31694333,548.6846383,2200.133333,NA ,proj year 3
12/30/2013,16.85259696,59.7639462,75.82968748,47.10199111,0.683953211,87,59.5,27.5,NA,2.378161242,1.81929335,0.558867892,26.62183876,116,NA ,proj year 3
09/25/2014,16.91385481,151.4612742,192.177087,119.3717625,0.665932334,235,156.2,78.8,NA,0.85439753,0.65361411,0.20078342,77.4789358,313.3333333,NA ,proj year 3
